coord1,coord2,sample,group
3365,6308,H1_2,Stroma
3618,6017,H1_2,BG_rank3
3491,6090,H1_2,Stroma
3618,6162,H1_2,BG_rank3
3491,6235,H1_2,Stroma
3618,6308,H1_2,Stroma
3492,6380,H1_2,Stroma
3618,6453,H1_2,Stroma
3492,6526,H1_2,Stroma
3618,6598,H1_2,Stroma
3870,5581,H1_2,BG_rank2
3870,5872,H1_2,BG_rank3
3744,5944,H1_2,Stroma
3870,6017,H1_2,Stroma
3744,6090,H1_2,BG_rank3
3871,6162,H1_2,BG_rank3
3744,6235,H1_2,BG_rank3
3871,6307,H1_2,Stroma
3744,6380,H1_2,BG_rank2
3871,6453,H1_2,Stroma
3744,6525,H1_2,Stroma
3871,6598,H1_2,Stroma
3745,6671,H1_2,Stroma
3871,6743,H1_2,Stroma
4123,5145,H1_2,BG_rank3
3996,5218,H1_2,BG_rank1
4123,5290,H1_2,Stroma
3996,5363,H1_2,BG_rank3
4123,5436,H1_2,BG_rank2
3996,5508,H1_2,Exclude
4123,5581,H1_2,BG_rank2
3997,5654,H1_2,Stroma
4123,5726,H1_2,Stroma
3997,5799,H1_2,Exclude
4123,5871,H1_2,BG_rank3
3997,5944,H1_2,BG_rank3
4123,6017,H1_2,BG_rank2
3997,6089,H1_2,BG_rank2
4123,6162,H1_2,BG_rank1
3997,6235,H1_2,BG_rank1
4123,6307,H1_2,BG_rank3
3997,6380,H1_2,Stroma
4124,6452,H1_2,BG_rank3
3997,6525,H1_2,Stroma
4124,6598,H1_2,BG_rank4
3997,6670,H1_2,Stroma
4124,6743,H1_2,Stroma
4124,6888,H1_2,Stroma
4375,4854,H1_2,Exclude
4249,4927,H1_2,BG_rank2
4375,4999,H1_2,Stroma
4249,5072,H1_2,BG_rank2
4375,5145,H1_2,Stroma
4249,5217,H1_2,Stroma
4375,5290,H1_2,Stroma
4249,5363,H1_2,BG_rank2
4376,5435,H1_2,BG_rank3
4249,5508,H1_2,BG_rank2
4376,5581,H1_2,BG_rank2
4249,5653,H1_2,Exclude
4376,5726,H1_2,BG_rank2
4249,5799,H1_2,Stroma
4376,5871,H1_2,BG_rank3
4250,5944,H1_2,BG_rank2
4376,6016,H1_2,BG_rank2
4250,6089,H1_2,BG_rank4
4376,6162,H1_2,BG_rank2
4250,6234,H1_2,Stroma
4376,6307,H1_2,BG_rank2
4250,6380,H1_2,Exclude
4376,6452,H1_2,Exclude
4250,6525,H1_2,BG_rank2
4376,6598,H1_2,BG_rank4
4250,6670,H1_2,BG_rank2
4377,6743,H1_2,Stroma
4250,6816,H1_2,Stroma
4377,6888,H1_2,BG_rank2
4628,4563,H1_2,Stroma
4501,4636,H1_2,Exclude
4628,4709,H1_2,Stroma
4501,4781,H1_2,Stroma
4628,4854,H1_2,Stroma
4502,4927,H1_2,Stroma
4628,4999,H1_2,Stroma
4502,5072,H1_2,Stroma
4628,5145,H1_2,BG_rank3
4502,5217,H1_2,Stroma
4628,5290,H1_2,BG_rank2
4502,5363,H1_2,BG_rank3
4628,5435,H1_2,Stroma
4502,5508,H1_2,BG_rank3
4628,5580,H1_2,BG_rank3
4502,5653,H1_2,BG_rank3
4629,5726,H1_2,BG_rank3
4502,5798,H1_2,Exclude
4629,5871,H1_2,BG_rank1
4502,5944,H1_2,BG_rank2
4629,6016,H1_2,BG_rank2
4502,6089,H1_2,BG_rank2
4629,6161,H1_2,BG_rank3
4503,6234,H1_2,BG_rank3
4629,6307,H1_2,BG_rank2
4503,6380,H1_2,BG_rank3
4629,6452,H1_2,BG_rank2
4503,6525,H1_2,BG_rank1
4629,6597,H1_2,Exclude
4503,6670,H1_2,Stroma
4629,6743,H1_2,Stroma
4503,6815,H1_2,Stroma
4629,6888,H1_2,BG_rank2
4503,6961,H1_2,BG_rank3
4630,7033,H1_2,BG_rank2
4880,4127,H1_2,BG_rank2
4880,4273,H1_2,Stroma
4880,4418,H1_2,BG_rank4
4754,4491,H1_2,BG_rank2
4880,4563,H1_2,BG_rank4
4754,4636,H1_2,Stroma
4881,4709,H1_2,Stroma
4754,4781,H1_2,Exclude
4881,4854,H1_2,BG_rank1
4754,4927,H1_2,Stroma
4881,4999,H1_2,BG_rank2
4754,5072,H1_2,BG_rank2
4881,5144,H1_2,Stroma
4755,5217,H1_2,Exclude
4881,5290,H1_2,Stroma
4755,5362,H1_2,Stroma
4881,5435,H1_2,BG_rank3
4755,5508,H1_2,Stroma
4881,5580,H1_2,BG_rank2
4755,5653,H1_2,BG_rank3
4881,5725,H1_2,BG_rank3
4755,5798,H1_2,Stroma
4881,5871,H1_2,BG_rank3
4755,5943,H1_2,BG_rank3
4882,6016,H1_2,BG_rank2
4755,6089,H1_2,Stroma
4882,6161,H1_2,Stroma
4755,6234,H1_2,BG_rank2
4882,6307,H1_2,Stroma
4755,6379,H1_2,Stroma
4882,6452,H1_2,BG_rank2
4756,6525,H1_2,BG_rank2
4882,6597,H1_2,BG_rank2
4756,6670,H1_2,BG_rank2
4882,6742,H1_2,Stroma
4756,6815,H1_2,Stroma
4882,6888,H1_2,BG_rank3
4756,6960,H1_2,BG_rank3
4882,7033,H1_2,BG_rank1
4756,7106,H1_2,BG_rank1
4882,7178,H1_2,Stroma
4756,7251,H1_2,BG_rank2
4883,7324,H1_2,BG_rank2
5133,3691,H1_2,BG_rank2
5133,3837,H1_2,BG_rank3
5006,3909,H1_2,BG_rank2
5133,3982,H1_2,BG_rank2
5006,4055,H1_2,BG_rank3
5133,4127,H1_2,BG_rank2
5007,4200,H1_2,BG_rank4
5133,4272,H1_2,BG_rank2
5007,4345,H1_2,Stroma
5133,4418,H1_2,BG_rank3
5007,4491,H1_2,BG_rank4
5133,4563,H1_2,Stroma
5007,4636,H1_2,BG_rank2
5133,4708,H1_2,BG_rank3
5007,4781,H1_2,BG_rank3
5133,4854,H1_2,Stroma
5007,4926,H1_2,Stroma
5134,4999,H1_2,Exclude
5007,5072,H1_2,Exclude
5134,5144,H1_2,BG_rank2
5007,5217,H1_2,BG_rank3
5134,5289,H1_2,Exclude
5007,5362,H1_2,Exclude
5134,5435,H1_2,Stroma
5008,5507,H1_2,BG_rank2
5134,5580,H1_2,Stroma
5008,5653,H1_2,BG_rank3
5134,5725,H1_2,Stroma
5008,5798,H1_2,Stroma
5134,5871,H1_2,BG_rank2
5008,5943,H1_2,BG_rank3
5134,6016,H1_2,Stroma
5008,6089,H1_2,BG_rank2
5134,6161,H1_2,BG_rank4
5008,6234,H1_2,BG_rank1
5135,6306,H1_2,BG_rank4
5008,6379,H1_2,Stroma
5135,6452,H1_2,Stroma
5008,6524,H1_2,BG_rank2
5135,6597,H1_2,BG_rank1
5008,6670,H1_2,BG_rank3
5135,6742,H1_2,Stroma
5009,6815,H1_2,BG_rank1
5135,6887,H1_2,BG_rank3
5009,6960,H1_2,Exclude
5135,7033,H1_2,Exclude
5009,7105,H1_2,Exclude
5135,7178,H1_2,BG_rank3
5009,7251,H1_2,BG_rank3
5136,7614,H1_2,BG_rank2
5385,3255,H1_2,Stroma
5259,3328,H1_2,Stroma
5385,3401,H1_2,Stroma
5259,3473,H1_2,Stroma
5385,3546,H1_2,Stroma
5385,3691,H1_2,Stroma
5259,3909,H1_2,BG_rank2
5386,3982,H1_2,Stroma
5259,4054,H1_2,BG_rank3
5386,4127,H1_2,Exclude
5259,4200,H1_2,BG_rank3
5386,4272,H1_2,Exclude
5259,4345,H1_2,Stroma
5386,4418,H1_2,Stroma
5260,4490,H1_2,Stroma
5386,4563,H1_2,Stroma
5260,4636,H1_2,Stroma
5386,4708,H1_2,Stroma
5260,4781,H1_2,Stroma
5386,4853,H1_2,Stroma
5260,4926,H1_2,BG_rank3
5386,4999,H1_2,BG_rank3
5260,5071,H1_2,BG_rank3
5386,5144,H1_2,BG_rank3
5260,5217,H1_2,BG_rank2
5387,5289,H1_2,Stroma
5260,5362,H1_2,Stroma
5387,5435,H1_2,Stroma
5260,5507,H1_2,Stroma
5387,5580,H1_2,BG_rank3
5260,5653,H1_2,Stroma
5387,5725,H1_2,BG_rank3
5261,5798,H1_2,BG_rank2
5387,5870,H1_2,Exclude
5261,5943,H1_2,Stroma
5387,6016,H1_2,Stroma
5261,6088,H1_2,BG_rank2
5387,6161,H1_2,BG_rank2
5261,6234,H1_2,BG_rank4
5387,6306,H1_2,Exclude
5261,6379,H1_2,BG_rank4
5387,6451,H1_2,BG_rank2
5261,6524,H1_2,BG_rank4
5388,6597,H1_2,BG_rank2
5261,6669,H1_2,BG_rank2
5388,6742,H1_2,BG_rank2
5261,6815,H1_2,Stroma
5388,6887,H1_2,Stroma
5261,6960,H1_2,Stroma
5388,7033,H1_2,BG_rank2
5262,7105,H1_2,BG_rank2
5388,7178,H1_2,Stroma
5262,7251,H1_2,BG_rank2
5388,7323,H1_2,BG_rank2
5262,7396,H1_2,Exclude
5388,7468,H1_2,BG_rank2
5262,7541,H1_2,BG_rank4
5388,7614,H1_2,BG_rank2
5388,7759,H1_2,BG_rank2
5637,2965,H1_2,Stroma
5511,3037,H1_2,Stroma
5638,3110,H1_2,Stroma
5511,3183,H1_2,Stroma
5638,3255,H1_2,Stroma
5511,3328,H1_2,Stroma
5638,3400,H1_2,Exclude
5512,3473,H1_2,BG_rank4
5638,3546,H1_2,BG_rank4
5512,3618,H1_2,BG_rank2
5638,3691,H1_2,Stroma
5512,3764,H1_2,Stroma
5638,3836,H1_2,Stroma
5512,3909,H1_2,Stroma
5638,3982,H1_2,Stroma
5512,4054,H1_2,Stroma
5638,4127,H1_2,Stroma
5512,4200,H1_2,Exclude
5639,4272,H1_2,BG_rank2
5512,4345,H1_2,Exclude
5639,4417,H1_2,BG_rank2
5512,4490,H1_2,Stroma
5639,4563,H1_2,BG_rank3
5512,4635,H1_2,Stroma
5639,4708,H1_2,BG_rank3
5513,4781,H1_2,Stroma
5639,4853,H1_2,BG_rank2
5513,4926,H1_2,BG_rank3
5639,4998,H1_2,Exclude
5513,5071,H1_2,Stroma
5639,5144,H1_2,Exclude
5513,5216,H1_2,BG_rank2
5639,5289,H1_2,BG_rank3
5513,5362,H1_2,Exclude
5639,5434,H1_2,BG_rank3
5513,5507,H1_2,BG_rank2
5640,5580,H1_2,Stroma
5513,5652,H1_2,Exclude
5640,5725,H1_2,Exclude
5513,5798,H1_2,BG_rank4
5640,5870,H1_2,BG_rank3
5513,5943,H1_2,Exclude
5640,6015,H1_2,Stroma
5514,6088,H1_2,Stroma
5640,6161,H1_2,BG_rank3
5514,6233,H1_2,Stroma
5640,6306,H1_2,BG_rank2
5514,6379,H1_2,BG_rank3
5640,6451,H1_2,Stroma
5514,6524,H1_2,BG_rank2
5640,6597,H1_2,Exclude
5514,6669,H1_2,Stroma
5640,6742,H1_2,Stroma
5514,6815,H1_2,Stroma
5641,6887,H1_2,Stroma
5514,6960,H1_2,Exclude
5641,7032,H1_2,BG_rank2
5514,7105,H1_2,Exclude
5641,7178,H1_2,BG_rank4
5514,7250,H1_2,Stroma
5641,7323,H1_2,BG_rank2
5515,7396,H1_2,Stroma
5641,7468,H1_2,BG_rank1
5515,7541,H1_2,Stroma
5641,7613,H1_2,Stroma
5515,7686,H1_2,BG_rank4
5641,7759,H1_2,Stroma
5515,7831,H1_2,Stroma
5641,7904,H1_2,Exclude
5515,7977,H1_2,Stroma
5642,8049,H1_2,Stroma
5890,2529,H1_2,Exclude
5890,2674,H1_2,Exclude
5764,2747,H1_2,Stroma
5890,2819,H1_2,Stroma
5764,2892,H1_2,Stroma
5890,2964,H1_2,Stroma
5764,3037,H1_2,Exclude
5890,3110,H1_2,Stroma
5764,3182,H1_2,Exclude
5891,3255,H1_2,BG_rank4
5764,3328,H1_2,Exclude
5891,3400,H1_2,BG_rank4
5764,3473,H1_2,Exclude
5891,3545,H1_2,BG_rank4
5764,3618,H1_2,BG_rank4
5891,3691,H1_2,BG_rank2
5765,3764,H1_2,Exclude
5891,3836,H1_2,BG_rank2
5765,3909,H1_2,BG_rank4
5891,3981,H1_2,Exclude
5765,4054,H1_2,Stroma
5891,4127,H1_2,BG_rank2
5765,4199,H1_2,Stroma
5891,4272,H1_2,BG_rank2
5765,4345,H1_2,BG_rank3
5891,4417,H1_2,BG_rank3
5765,4490,H1_2,Exclude
5892,4562,H1_2,Exclude
5765,4635,H1_2,Exclude
5892,4708,H1_2,Exclude
5765,4780,H1_2,BG_rank1
5892,4853,H1_2,Exclude
5765,4926,H1_2,Stroma
5892,4998,H1_2,Stroma
5766,5071,H1_2,Exclude
5892,5144,H1_2,BG_rank3
5766,5216,H1_2,Stroma
5892,5289,H1_2,BG_rank2
5766,5362,H1_2,Stroma
5892,5434,H1_2,BG_rank2
5766,5507,H1_2,BG_rank3
5892,5579,H1_2,BG_rank3
5766,5652,H1_2,Exclude
5892,5725,H1_2,Exclude
5766,5797,H1_2,Stroma
5893,5870,H1_2,BG_rank4
5766,5943,H1_2,Stroma
5893,6015,H1_2,BG_rank2
5766,6088,H1_2,Stroma
5893,6160,H1_2,Stroma
5766,6233,H1_2,Stroma
5893,6306,H1_2,Stroma
5767,6379,H1_2,Stroma
5893,6451,H1_2,Stroma
5767,6524,H1_2,Stroma
5893,6596,H1_2,BG_rank4
5767,6669,H1_2,BG_rank2
5893,6742,H1_2,BG_rank4
5767,6814,H1_2,BG_rank3
5893,6887,H1_2,BG_rank4
5767,6960,H1_2,Exclude
5893,7032,H1_2,BG_rank2
5767,7105,H1_2,Exclude
5894,7177,H1_2,BG_rank2
5767,7250,H1_2,Exclude
5894,7323,H1_2,Exclude
5767,7395,H1_2,Exclude
5894,7468,H1_2,Exclude
5767,7541,H1_2,BG_rank2
5894,7613,H1_2,Exclude
5768,7686,H1_2,Stroma
5894,7759,H1_2,BG_rank2
5768,7831,H1_2,Stroma
5894,7904,H1_2,Stroma
5768,7977,H1_2,Exclude
5894,8049,H1_2,Stroma
5768,8122,H1_2,Stroma
5894,8194,H1_2,Stroma
6016,2601,H1_2,Exclude
6143,2674,H1_2,BG_rank3
6016,2746,H1_2,Stroma
6143,2819,H1_2,BG_rank3
6017,2892,H1_2,BG_rank3
6143,2964,H1_2,BG_rank2
6017,3037,H1_2,BG_rank3
6143,3109,H1_2,BG_rank3
6017,3182,H1_2,BG_rank3
6143,3255,H1_2,BG_rank2
6017,3327,H1_2,Exclude
6143,3400,H1_2,BG_rank2
6017,3473,H1_2,Stroma
6144,3545,H1_2,BG_rank4
6017,3618,H1_2,Exclude
6144,3691,H1_2,Exclude
6017,3763,H1_2,Exclude
6144,3836,H1_2,BG_rank4
6017,3909,H1_2,BG_rank4
6144,3981,H1_2,BG_rank4
6018,4054,H1_2,Exclude
6144,4126,H1_2,BG_rank2
6018,4199,H1_2,Exclude
6144,4272,H1_2,BG_rank2
6018,4344,H1_2,Exclude
6144,4417,H1_2,BG_rank4
6018,4490,H1_2,Stroma
6144,4562,H1_2,BG_rank4
6018,4635,H1_2,Exclude
6144,4708,H1_2,Stroma
6018,4780,H1_2,Exclude
6145,4853,H1_2,Exclude
6018,4926,H1_2,BG_rank3
6145,4998,H1_2,BG_rank1
6018,5071,H1_2,Stroma
6145,5143,H1_2,BG_rank2
6018,5216,H1_2,BG_rank3
6145,5289,H1_2,Exclude
6019,5361,H1_2,Exclude
6145,5434,H1_2,BG_rank2
6019,5507,H1_2,BG_rank2
6145,5579,H1_2,Stroma
6019,5652,H1_2,BG_rank2
6145,5724,H1_2,Stroma
6019,5797,H1_2,BG_rank4
6145,5870,H1_2,BG_rank2
6019,5942,H1_2,BG_rank2
6145,6015,H1_2,BG_rank4
6019,6088,H1_2,BG_rank2
6146,6160,H1_2,BG_rank2
6019,6233,H1_2,Stroma
6146,6306,H1_2,BG_rank2
6019,6378,H1_2,Stroma
6146,6451,H1_2,Stroma
6019,6524,H1_2,BG_rank3
6146,6596,H1_2,BG_rank2
6020,6669,H1_2,Exclude
6146,6741,H1_2,Stroma
6020,6814,H1_2,Stroma
6146,6887,H1_2,Stroma
6020,6959,H1_2,Exclude
6146,7032,H1_2,Exclude
6020,7105,H1_2,BG_rank2
6146,7177,H1_2,BG_rank2
6020,7250,H1_2,Stroma
6146,7323,H1_2,Stroma
6020,7395,H1_2,Exclude
6147,7468,H1_2,Stroma
6020,7541,H1_2,Stroma
6147,7613,H1_2,Exclude
6020,7686,H1_2,Exclude
6147,7758,H1_2,Stroma
6021,7831,H1_2,Stroma
6147,7904,H1_2,Stroma
6021,7976,H1_2,Stroma
6147,8049,H1_2,Stroma
6021,8122,H1_2,Stroma
6147,8194,H1_2,Stroma
6021,8267,H1_2,BG_rank2
6147,8339,H1_2,BG_rank4
6269,2601,H1_2,Stroma
6396,2673,H1_2,Stroma
6269,2746,H1_2,BG_rank2
6396,2819,H1_2,BG_rank2
6269,2891,H1_2,Exclude
6396,2964,H1_2,BG_rank4
6270,3037,H1_2,BG_rank2
6396,3109,H1_2,GG1
6270,3182,H1_2,Exclude
6396,3255,H1_2,Exclude
6270,3327,H1_2,Stroma
6396,3400,H1_2,BG_rank2
6270,3473,H1_2,BG_rank2
6396,3545,H1_2,BG_rank3
6270,3618,H1_2,Exclude
6396,3690,H1_2,BG_rank2
6270,3763,H1_2,Exclude
6397,3836,H1_2,BG_rank4
6270,3908,H1_2,BG_rank4
6397,3981,H1_2,BG_rank4
6270,4054,H1_2,BG_rank2
6397,4126,H1_2,BG_rank4
6270,4199,H1_2,BG_rank4
6397,4271,H1_2,BG_rank4
6271,4344,H1_2,Stroma
6397,4417,H1_2,BG_rank4
6271,4490,H1_2,Exclude
6397,4562,H1_2,Exclude
6271,4635,H1_2,Exclude
6397,4707,H1_2,Exclude
6271,4780,H1_2,Stroma
6397,4853,H1_2,BG_rank4
6271,4925,H1_2,Stroma
6397,4998,H1_2,Stroma
6271,5071,H1_2,BG_rank2
6398,5143,H1_2,BG_rank2
6271,5216,H1_2,BG_rank2
6398,5288,H1_2,Stroma
6271,5361,H1_2,Stroma
6398,5434,H1_2,Stroma
6271,5506,H1_2,BG_rank2
6398,5579,H1_2,Stroma
6272,5652,H1_2,BG_rank2
6398,5724,H1_2,BG_rank2
6272,5797,H1_2,BG_rank2
6398,5870,H1_2,BG_rank2
6272,5942,H1_2,Exclude
6398,6015,H1_2,BG_rank4
6272,6088,H1_2,Exclude
6398,6160,H1_2,BG_rank3
6272,6233,H1_2,BG_rank2
6398,6305,H1_2,Stroma
6272,6378,H1_2,Exclude
6399,6451,H1_2,BG_rank2
6272,6523,H1_2,Stroma
6399,6596,H1_2,Stroma
6272,6669,H1_2,Stroma
6399,6741,H1_2,Stroma
6272,6814,H1_2,Stroma
6399,6886,H1_2,BG_rank4
6273,6959,H1_2,BG_rank4
6399,7032,H1_2,BG_rank4
6273,7105,H1_2,Exclude
6399,7177,H1_2,Stroma
6273,7250,H1_2,Exclude
6399,7322,H1_2,Stroma
6273,7395,H1_2,BG_rank2
6399,7468,H1_2,Exclude
6273,7540,H1_2,BG_rank2
6400,7613,H1_2,Stroma
6400,7758,H1_2,BG_rank2
6273,7831,H1_2,BG_rank2
6400,7903,H1_2,BG_rank3
6273,7976,H1_2,Stroma
6400,8049,H1_2,Stroma
6274,8121,H1_2,BG_rank4
6400,8194,H1_2,BG_rank4
6274,8267,H1_2,BG_rank4
6400,8339,H1_2,BG_rank4
6400,8485,H1_2,BG_rank4
6274,8557,H1_2,BG_rank3
6522,2746,H1_2,Stroma
6649,2819,H1_2,BG_rank2
6522,2891,H1_2,Stroma
6649,2964,H1_2,Stroma
6522,3037,H1_2,GG1
6649,3109,H1_2,BG_rank4
6522,3182,H1_2,BG_rank4
6649,3254,H1_2,Stroma
6523,3327,H1_2,BG_rank2
6649,3400,H1_2,BG_rank4
6523,3472,H1_2,BG_rank2
6649,3545,H1_2,BG_rank4
6523,3618,H1_2,BG_rank2
6649,3690,H1_2,BG_rank4
6523,3763,H1_2,BG_rank4
6649,3835,H1_2,BG_rank4
6523,3908,H1_2,BG_rank4
6649,3981,H1_2,Exclude
6523,4053,H1_2,Stroma
6650,4126,H1_2,Exclude
6523,4199,H1_2,BG_rank4
6650,4271,H1_2,BG_rank4
6523,4344,H1_2,BG_rank4
6650,4417,H1_2,Stroma
6523,4489,H1_2,Stroma
6650,4562,H1_2,Stroma
6524,4635,H1_2,Exclude
6650,4707,H1_2,BG_rank4
6524,4780,H1_2,Exclude
6650,4852,H1_2,Exclude
6524,4925,H1_2,Exclude
6650,4998,H1_2,BG_rank4
6524,5070,H1_2,BG_rank4
6650,5143,H1_2,Stroma
6524,5216,H1_2,Stroma
6650,5288,H1_2,BG_rank2
6524,5361,H1_2,Exclude
6651,5434,H1_2,Stroma
6524,5506,H1_2,Exclude
6651,5579,H1_2,Stroma
6524,5652,H1_2,Exclude
6651,5724,H1_2,BG_rank4
6524,5797,H1_2,BG_rank4
6651,5869,H1_2,BG_rank4
6525,5942,H1_2,BG_rank4
6651,6015,H1_2,BG_rank4
6525,6087,H1_2,BG_rank4
6651,6160,H1_2,BG_rank2
6525,6233,H1_2,BG_rank3
6651,6305,H1_2,BG_rank3
6525,6378,H1_2,Stroma
6651,6450,H1_2,Exclude
6525,6523,H1_2,BG_rank1
6651,6596,H1_2,Stroma
6525,6668,H1_2,BG_rank1
6652,6741,H1_2,Stroma
6525,6814,H1_2,Stroma
6652,6886,H1_2,Stroma
6525,6959,H1_2,BG_rank2
6652,7032,H1_2,Stroma
6525,7104,H1_2,Exclude
6652,7177,H1_2,BG_rank2
6526,7250,H1_2,Stroma
6652,7322,H1_2,BG_rank2
6526,7395,H1_2,Stroma
6652,7467,H1_2,BG_rank3
6526,7540,H1_2,BG_rank3
6652,7613,H1_2,BG_rank3
6526,7685,H1_2,Stroma
6652,7758,H1_2,BG_rank3
6526,7831,H1_2,Stroma
6653,7903,H1_2,Stroma
6526,7976,H1_2,BG_rank2
6653,8049,H1_2,Stroma
6526,8121,H1_2,Stroma
6653,8194,H1_2,BG_rank3
6526,8267,H1_2,BG_rank4
6653,8339,H1_2,BG_rank4
6527,8412,H1_2,BG_rank4
6653,8484,H1_2,BG_rank4
6527,8557,H1_2,Stroma
6653,8630,H1_2,BG_rank4
6653,8775,H1_2,BG_rank2
6901,2673,H1_2,GG1
6775,2746,H1_2,BG_rank2
6901,2818,H1_2,BG_rank4
6775,2891,H1_2,Exclude
6901,2964,H1_2,BG_rank2
6775,3036,H1_2,BG_rank4
6902,3109,H1_2,BG_rank4
6775,3182,H1_2,Exclude
6902,3254,H1_2,Exclude
6775,3327,H1_2,BG_rank4
6902,3399,H1_2,BG_rank4
6775,3472,H1_2,BG_rank4
6902,3545,H1_2,BG_rank4
6776,3617,H1_2,BG_rank4
6902,3690,H1_2,BG_rank4
6776,3763,H1_2,BG_rank4
6902,3835,H1_2,BG_rank4
6776,3908,H1_2,Exclude
6902,3981,H1_2,Stroma
6776,4053,H1_2,BG_rank4
6902,4126,H1_2,Stroma
6776,4199,H1_2,Stroma
6902,4271,H1_2,BG_rank4
6776,4344,H1_2,Stroma
6903,4416,H1_2,BG_rank2
6776,4489,H1_2,BG_rank4
6903,4562,H1_2,Exclude
6776,4634,H1_2,BG_rank4
6903,4707,H1_2,BG_rank2
6776,4780,H1_2,BG_rank2
6903,4852,H1_2,Exclude
6777,4925,H1_2,Exclude
6903,4997,H1_2,BG_rank2
6777,5070,H1_2,BG_rank4
6903,5143,H1_2,Stroma
6777,5215,H1_2,Stroma
6903,5288,H1_2,Stroma
6777,5361,H1_2,BG_rank4
6903,5433,H1_2,GG1
6777,5506,H1_2,Stroma
6903,5579,H1_2,Stroma
6777,5651,H1_2,Stroma
6904,5724,H1_2,BG_rank2
6777,5797,H1_2,Exclude
6904,5869,H1_2,BG_rank4
6777,5942,H1_2,BG_rank4
6904,6014,H1_2,BG_rank4
6777,6087,H1_2,BG_rank4
6904,6160,H1_2,BG_rank4
6778,6232,H1_2,BG_rank4
6904,6305,H1_2,BG_rank4
6778,6378,H1_2,BG_rank4
6904,6450,H1_2,BG_rank4
6778,6523,H1_2,Exclude
6904,6596,H1_2,Exclude
6778,6668,H1_2,BG_rank3
6904,6741,H1_2,Exclude
6778,6814,H1_2,BG_rank3
6905,6886,H1_2,Stroma
6778,6959,H1_2,Stroma
6905,7031,H1_2,Stroma
6778,7104,H1_2,BG_rank2
6905,7177,H1_2,BG_rank2
6778,7249,H1_2,Exclude
6905,7322,H1_2,BG_rank2
6779,7395,H1_2,Exclude
6905,7467,H1_2,BG_rank2
6779,7540,H1_2,Exclude
6905,7612,H1_2,Exclude
6779,7685,H1_2,BG_rank3
6905,7758,H1_2,Exclude
6779,7830,H1_2,BG_rank3
6905,7903,H1_2,BG_rank3
6779,7976,H1_2,BG_rank2
6905,8048,H1_2,BG_rank2
6779,8121,H1_2,Stroma
6906,8194,H1_2,BG_rank1
6779,8266,H1_2,BG_rank3
6906,8339,H1_2,Stroma
6779,8412,H1_2,Exclude
6906,8484,H1_2,Stroma
6779,8557,H1_2,Exclude
6906,8629,H1_2,Stroma
6780,8702,H1_2,Stroma
6906,8775,H1_2,Stroma
6780,8847,H1_2,Stroma
6906,8920,H1_2,BG_rank2
7154,2528,H1_2,GG1
7028,2600,H1_2,GG1
7154,2673,H1_2,GG1
7028,2746,H1_2,GG1
7154,2818,H1_2,GG1
7028,2891,H1_2,BG_rank2
7154,2963,H1_2,BG_rank2
7028,3036,H1_2,BG_rank4
7154,3109,H1_2,Exclude
7028,3181,H1_2,BG_rank4
7154,3254,H1_2,GG1
7028,3327,H1_2,BG_rank4
7155,3399,H1_2,GG1
7028,3472,H1_2,BG_rank4
7155,3545,H1_2,GG1
7028,3617,H1_2,BG_rank4
7155,3690,H1_2,GG1
7028,3763,H1_2,Exclude
7155,3835,H1_2,BG_rank4
7029,3908,H1_2,BG_rank2
7155,3980,H1_2,BG_rank4
7029,4053,H1_2,BG_rank4
7155,4126,H1_2,BG_rank2
7029,4198,H1_2,BG_rank4
7155,4271,H1_2,BG_rank4
7029,4344,H1_2,BG_rank4
7155,4416,H1_2,BG_rank4
7029,4489,H1_2,BG_rank4
7155,4561,H1_2,BG_rank4
7029,4634,H1_2,BG_rank4
7156,4707,H1_2,BG_rank4
7029,4779,H1_2,BG_rank4
7156,4852,H1_2,BG_rank4
7029,4925,H1_2,Stroma
7156,4997,H1_2,Stroma
7029,5070,H1_2,Stroma
7156,5143,H1_2,Stroma
7030,5215,H1_2,GG1
7156,5288,H1_2,Exclude
7030,5361,H1_2,GG1
7156,5433,H1_2,Stroma
7030,5506,H1_2,GG1
7156,5578,H1_2,BG_rank3
7030,5651,H1_2,BG_rank2
7156,5724,H1_2,BG_rank4
7030,5796,H1_2,Exclude
7156,5869,H1_2,BG_rank2
7030,5942,H1_2,BG_rank2
7157,6014,H1_2,BG_rank3
7030,6087,H1_2,BG_rank2
7157,6160,H1_2,Stroma
7030,6232,H1_2,BG_rank4
7157,6305,H1_2,Exclude
7030,6378,H1_2,Exclude
7157,6450,H1_2,BG_rank2
7031,6523,H1_2,Exclude
7157,6595,H1_2,Stroma
7031,6668,H1_2,Exclude
7157,6741,H1_2,BG_rank1
7031,6813,H1_2,Exclude
7157,6886,H1_2,Stroma
7031,6959,H1_2,Stroma
7157,7031,H1_2,BG_rank1
7031,7104,H1_2,Stroma
7158,7176,H1_2,Stroma
7031,7249,H1_2,Stroma
7158,7322,H1_2,BG_rank2
7031,7394,H1_2,BG_rank2
7158,7467,H1_2,BG_rank3
7031,7540,H1_2,Exclude
7158,7612,H1_2,Exclude
7032,7685,H1_2,BG_rank2
7158,7758,H1_2,Stroma
7032,7830,H1_2,Stroma
7158,7903,H1_2,Stroma
7032,7976,H1_2,BG_rank1
7158,8048,H1_2,BG_rank3
7032,8121,H1_2,BG_rank2
7158,8193,H1_2,BG_rank2
7032,8266,H1_2,BG_rank2
