coord1,coord2,sample,group
7906,5395,H1_5,Stroma
8032,5468,H1_5,GG4 Cribriform
7906,5541,H1_5,GG4 Cribriform
8032,5614,H1_5,GG4 Cribriform
7905,5686,H1_5,GG4 Cribriform
8031,5904,H1_5,GG4 Cribriform
7905,5977,H1_5,GG4 Cribriform
8031,6050,H1_5,GG4 Cribriform
7905,6122,H1_5,Exclude
8031,6195,H1_5,Stroma
7904,6267,H1_5,GG4 Cribriform
8031,6340,H1_5,GG4 Cribriform
7904,6413,H1_5,GG4 Cribriform
8030,6776,H1_5,GG4 Cribriform
7903,6848,H1_5,GG4 Cribriform
8030,6921,H1_5,GG4 Cribriform
7903,7139,H1_5,GG4 Cribriform
8029,7212,H1_5,GG4 Cribriform
7903,7284,H1_5,GG4 Cribriform
8028,7793,H1_5,GG4 Cribriform
7902,7865,H1_5,GG4 Cribriform
8028,7938,H1_5,GG4 Cribriform
7901,8011,H1_5,GG4 Cribriform
8028,8084,H1_5,GG4 Cribriform
7901,8156,H1_5,GG4 Cribriform
8027,8229,H1_5,GG4 Cribriform
8027,8374,H1_5,GG4 Cribriform
7901,8447,H1_5,GG4 Cribriform
8027,8519,H1_5,GG4 Cribriform
7900,8592,H1_5,Exclude
8027,8665,H1_5,Exclude
7900,8737,H1_5,Stroma
8026,8810,H1_5,Stroma
7900,8883,H1_5,Stroma
8026,8955,H1_5,Stroma
7900,9028,H1_5,GG4 Cribriform
8026,9101,H1_5,Stroma
7899,9173,H1_5,GG4 Cribriform
8026,9246,H1_5,Stroma
7899,9318,H1_5,GG4 Cribriform
8025,9391,H1_5,Stroma
8163,2926,H1_5,Fat
8162,3217,H1_5,Stroma
8289,3289,H1_5,Stroma
8162,3362,H1_5,Stroma
8289,3435,H1_5,Stroma
8162,3507,H1_5,GG4 Cribriform
8288,3580,H1_5,GG4 Cribriform
8162,3652,H1_5,GG4 Cribriform
8288,3725,H1_5,GG4 Cribriform
8288,3871,H1_5,GG4 Cribriform
8161,3943,H1_5,Stroma
8288,4016,H1_5,Stroma
8161,4088,H1_5,Stroma
8161,4234,H1_5,Stroma
8287,4306,H1_5,GG4 Cribriform
8160,4379,H1_5,Stroma
8287,4452,H1_5,GG4 Cribriform
8160,4524,H1_5,GG4 Cribriform
8287,4597,H1_5,GG4 Cribriform
8160,4669,H1_5,GG4 Cribriform
8286,4742,H1_5,GG4 Cribriform
8160,4815,H1_5,GG4 Cribriform
8286,4888,H1_5,GG4 Cribriform
8159,4960,H1_5,GG4 Cribriform
8286,5033,H1_5,GG4 Cribriform
8159,5105,H1_5,GG4 Cribriform
8286,5178,H1_5,GG4 Cribriform
8159,5251,H1_5,GG4 Cribriform
8285,5324,H1_5,GG4 Cribriform
8159,5396,H1_5,GG4 Cribriform
8285,5469,H1_5,GG4 Cribriform
8158,5541,H1_5,GG4 Cribriform
8285,5614,H1_5,GG4 Cribriform
8158,5687,H1_5,GG4 Cribriform
8158,5832,H1_5,GG4 Cribriform
8284,5905,H1_5,GG4 Cribriform
8158,5977,H1_5,GG4 Cribriform
8284,6050,H1_5,GG4 Cribriform
8157,6122,H1_5,GG4 Cribriform
8284,6195,H1_5,GG4 Cribriform
8157,6268,H1_5,Stroma
8284,6341,H1_5,Exclude
8157,6413,H1_5,GG4 Cribriform
8283,6486,H1_5,GG4 Cribriform
8156,6704,H1_5,GG4 Cribriform
8283,6922,H1_5,GG4 Cribriform
8281,7793,H1_5,GG4 Cribriform
8154,7866,H1_5,GG4 Cribriform
8154,8011,H1_5,GG4 Cribriform
8281,8084,H1_5,GG4 Cribriform
8154,8156,H1_5,GG4 Cribriform
8154,8302,H1_5,GG4 Cribriform
8280,8375,H1_5,GG4 Cribriform
8153,8447,H1_5,GG4 Cribriform
8280,8520,H1_5,GG4 Cribriform
8153,8592,H1_5,GG4 Cribriform
8280,8665,H1_5,GG4 Cribriform
8153,8738,H1_5,Exclude
8279,8811,H1_5,Exclude
8279,8956,H1_5,Stroma
8279,9246,H1_5,Stroma
8152,9319,H1_5,Stroma
8278,9392,H1_5,GG4 Cribriform
8416,3072,H1_5,Fat
8542,3145,H1_5,Fat
8415,3217,H1_5,Stroma
8542,3290,H1_5,Stroma
8415,3362,H1_5,Stroma
8541,3435,H1_5,Stroma
8415,3508,H1_5,Stroma
8541,3580,H1_5,Stroma
8415,3653,H1_5,GG4 Cribriform
8541,3726,H1_5,GG4 Cribriform
8414,3798,H1_5,GG4 Cribriform
8541,3871,H1_5,GG4 Cribriform
8414,3943,H1_5,GG4 Cribriform
8540,4016,H1_5,Stroma
8414,4089,H1_5,Stroma
8540,4162,H1_5,Stroma
8414,4234,H1_5,GG4 Cribriform
8540,4307,H1_5,GG4 Cribriform
8413,4379,H1_5,GG4 Cribriform
8539,4597,H1_5,GG4 Cribriform
8413,4670,H1_5,GG4 Cribriform
8539,4743,H1_5,GG4 Cribriform
8413,4815,H1_5,GG4 Cribriform
8539,4888,H1_5,GG4 Cribriform
8412,4960,H1_5,GG4 Cribriform
8539,5033,H1_5,GG4 Cribriform
8412,5106,H1_5,GG4 Cribriform
8538,5179,H1_5,GG4 Cribriform
8412,5251,H1_5,GG4 Cribriform
8538,5324,H1_5,GG4 Cribriform
8412,5396,H1_5,GG4 Cribriform
8538,5469,H1_5,GG4 Cribriform
8411,5542,H1_5,GG4 Cribriform
8538,5615,H1_5,GG4 Cribriform
8537,5905,H1_5,GG4 Cribriform
8537,6050,H1_5,GG4 Cribriform
8410,6123,H1_5,GG4 Cribriform
8537,6196,H1_5,GG4 Cribriform
8410,6268,H1_5,Stroma
8536,6341,H1_5,GG4 Cribriform
8410,6413,H1_5,GG4 Cribriform
8536,6486,H1_5,GG4 Cribriform
8410,6559,H1_5,GG4 Cribriform
8536,6632,H1_5,GG4 Cribriform
8536,6777,H1_5,GG4 Cribriform
8535,6922,H1_5,GG4 Cribriform
8535,7213,H1_5,GG4 Cribriform
8534,7503,H1_5,GG4 Cribriform
8408,7576,H1_5,GG4 Cribriform
8533,8084,H1_5,GG4 Cribriform
8407,8157,H1_5,GG4 Cribriform
8533,8230,H1_5,GG4 Cribriform
8407,8302,H1_5,GG4 Cribriform
8533,8375,H1_5,GG4 Cribriform
8406,8448,H1_5,GG4 Cribriform
8406,8738,H1_5,GG4 Cribriform
8406,8883,H1_5,GG4 Cribriform
8532,8956,H1_5,GG4 Cribriform
8531,9247,H1_5,Exclude
8405,9319,H1_5,Stroma
8531,9392,H1_5,Exclude
8668,3217,H1_5,Fat
8794,3290,H1_5,Stroma
8668,3363,H1_5,Stroma
8794,3436,H1_5,Stroma
8668,3508,H1_5,Stroma
8794,3581,H1_5,Stroma
8667,3653,H1_5,GG4 Cribriform
8794,3726,H1_5,GG4 Cribriform
8667,3799,H1_5,GG4 Cribriform
8793,3871,H1_5,GG4 Cribriform
8667,3944,H1_5,GG4 Cribriform
8793,4017,H1_5,Stroma
8667,4089,H1_5,Stroma
8793,4162,H1_5,Stroma
8666,4234,H1_5,GG4 Cribriform
8793,4307,H1_5,GG4 Cribriform
8666,4380,H1_5,GG4 Cribriform
8792,4453,H1_5,GG4 Cribriform
8666,4525,H1_5,GG4 Cribriform
8792,4598,H1_5,GG4 Cribriform
8666,4670,H1_5,GG4 Cribriform
8792,4743,H1_5,GG4 Cribriform
8665,4816,H1_5,GG4 Cribriform
8792,4888,H1_5,GG4 Cribriform
8665,4961,H1_5,GG4 Cribriform
8791,5034,H1_5,GG4 Cribriform
8665,5106,H1_5,GG4 Cribriform
8791,5179,H1_5,GG4 Cribriform
8665,5252,H1_5,GG4 Cribriform
8791,5324,H1_5,GG4 Cribriform
8664,5397,H1_5,GG4 Cribriform
8791,5470,H1_5,GG4 Cribriform
8664,5542,H1_5,GG4 Cribriform
8790,5615,H1_5,GG4 Cribriform
8664,5687,H1_5,GG4 Cribriform
8790,5760,H1_5,GG4 Cribriform
8664,5833,H1_5,GG4 Cribriform
8790,5906,H1_5,GG4 Cribriform
8663,5978,H1_5,GG4 Cribriform
8790,6051,H1_5,Stroma
8663,6123,H1_5,Stroma
8789,6196,H1_5,Stroma
8663,6269,H1_5,Stroma
8789,6341,H1_5,GG4 Cribriform
8663,6414,H1_5,GG4 Cribriform
8662,6559,H1_5,GG4 Cribriform
8789,6632,H1_5,GG4 Cribriform
8662,6850,H1_5,GG4 Cribriform
8662,6995,H1_5,GG4 Cribriform
8788,7068,H1_5,GG4 Cribriform
8788,7213,H1_5,GG4 Cribriform
8787,7358,H1_5,GG4 Cribriform
8661,7431,H1_5,GG4 Cribriform
8661,7576,H1_5,GG4 Cribriform
8660,7721,H1_5,GG4 Cribriform
8660,8157,H1_5,GG4 Cribriform
8786,8230,H1_5,GG4 Cribriform
8659,8303,H1_5,GG4 Cribriform
8659,8448,H1_5,GG4 Cribriform
8785,8666,H1_5,GG4 Cribriform
8659,8739,H1_5,GG4 Cribriform
8658,8884,H1_5,GG4 Cribriform
8785,8957,H1_5,GG4 Cribriform
8658,9029,H1_5,GG4 Cribriform
8784,9102,H1_5,GG4 Cribriform
8658,9174,H1_5,GG4 Cribriform
8784,9247,H1_5,GG4 Cribriform
8657,9465,H1_5,GG4 Cribriform
8921,3363,H1_5,Stroma
9047,3436,H1_5,Stroma
8920,3508,H1_5,Stroma
9047,3581,H1_5,Stroma
8920,3654,H1_5,Stroma
9046,3727,H1_5,Stroma
8920,3799,H1_5,GG4 Cribriform
9046,3872,H1_5,GG4 Cribriform
8920,3944,H1_5,Exclude
9046,4017,H1_5,Stroma
8919,4090,H1_5,Stroma
9046,4162,H1_5,Exclude
8919,4235,H1_5,GG4 Cribriform
9045,4308,H1_5,GG4 Cribriform
8919,4380,H1_5,Stroma
9045,4453,H1_5,GG4 Cribriform
8919,4525,H1_5,GG4 Cribriform
9045,4598,H1_5,Stroma
8918,4671,H1_5,GG4 Cribriform
9045,4744,H1_5,Stroma
8918,4816,H1_5,GG4 Cribriform
9044,4889,H1_5,Stroma
8918,4961,H1_5,Exclude
8918,5107,H1_5,Stroma
8917,5252,H1_5,Stroma
9044,5325,H1_5,Stroma
8917,5397,H1_5,Stroma
9043,5470,H1_5,Stroma
8917,5543,H1_5,GG4 Cribriform
9043,5615,H1_5,GG4 Cribriform
8917,5688,H1_5,Stroma
9043,5761,H1_5,Stroma
8916,5833,H1_5,Stroma
9043,5906,H1_5,Stroma
8916,5978,H1_5,Exclude
9042,6051,H1_5,GG4 Cribriform
8916,6124,H1_5,GG4 Cribriform
9042,6197,H1_5,GG4 Cribriform
8916,6269,H1_5,GG4 Cribriform
8915,6414,H1_5,GG4 Cribriform
9042,6487,H1_5,GG4 Cribriform
9041,6632,H1_5,GG4 Cribriform
8915,6705,H1_5,GG4 Cribriform
9041,6778,H1_5,GG4 Cribriform
8915,6850,H1_5,GG4 Cribriform
9041,6923,H1_5,GG4 Cribriform
8914,7141,H1_5,GG4 Cribriform
9040,7359,H1_5,GG4 Cribriform
8914,7431,H1_5,GG4 Cribriform
8913,7577,H1_5,GG4 Cribriform
9039,7940,H1_5,GG4 Cribriform
8912,8158,H1_5,GG4 Cribriform
9039,8231,H1_5,GG4 Cribriform
8912,8303,H1_5,GG4 Cribriform
9038,8376,H1_5,GG4 Cribriform
8912,8448,H1_5,GG4 Cribriform
9038,8667,H1_5,GG4 Cribriform
9038,8812,H1_5,GG4 Cribriform
8911,8884,H1_5,GG4 Cribriform
9037,8957,H1_5,GG4 Cribriform
8911,9030,H1_5,GG4 Cribriform
9037,9102,H1_5,GG4 Cribriform
8911,9175,H1_5,GG4 Cribriform
9037,9248,H1_5,GG4 Cribriform
8910,9320,H1_5,Exclude
9173,3654,H1_5,Stroma
9299,3727,H1_5,Stroma
9173,3799,H1_5,Exclude
9299,3872,H1_5,GG4 Cribriform
9172,3945,H1_5,GG4 Cribriform
9299,4018,H1_5,GG4 Cribriform
9172,4090,H1_5,GG4 Cribriform
9298,4163,H1_5,GG4 Cribriform
9172,4235,H1_5,GG4 Cribriform
9298,4308,H1_5,GG4 Cribriform
9172,4381,H1_5,GG4 Cribriform
9298,4453,H1_5,GG4 Cribriform
9171,4526,H1_5,GG4 Cribriform
9298,4599,H1_5,GG4 Cribriform
9171,4671,H1_5,GG4 Cribriform
9297,4744,H1_5,Stroma
9297,4889,H1_5,Stroma
9297,5180,H1_5,Stroma
9170,5252,H1_5,Stroma
9296,5325,H1_5,Stroma
9170,5543,H1_5,Stroma
9169,5688,H1_5,Stroma
9169,5834,H1_5,Stroma
9295,5906,H1_5,GG4 Cribriform
9169,5979,H1_5,GG4 Cribriform
9295,6052,H1_5,GG4 Cribriform
9169,6124,H1_5,GG4 Cribriform
9295,6197,H1_5,GG4 Cribriform
9168,6269,H1_5,GG4 Cribriform
9295,6342,H1_5,GG4 Cribriform
9168,6415,H1_5,GG4 Cribriform
9294,6488,H1_5,GG4 Cribriform
9168,6560,H1_5,GG4 Cribriform
9294,6633,H1_5,GG4 Cribriform
9168,6705,H1_5,GG4 Cribriform
9294,6778,H1_5,GG4 Cribriform
9167,6851,H1_5,GG4 Cribriform
9294,6923,H1_5,GG4 Cribriform
9167,6996,H1_5,GG4 Cribriform
9293,7214,H1_5,GG4 Cribriform
9167,7286,H1_5,GG4 Cribriform
9293,7505,H1_5,GG4 Cribriform
9166,7577,H1_5,GG4 Cribriform
9292,7650,H1_5,GG4 Cribriform
9166,7722,H1_5,GG4 Cribriform
9292,7795,H1_5,GG4 Cribriform
9292,7940,H1_5,GG4 Cribriform
9292,8086,H1_5,GG4 Cribriform
9292,8231,H1_5,GG4 Cribriform
9164,8594,H1_5,GG4 Cribriform
9291,8667,H1_5,GG4 Cribriform
9164,8739,H1_5,GG4 Cribriform
9164,8885,H1_5,GG4 Cribriform
9164,9030,H1_5,GG4 Cribriform
9290,9103,H1_5,GG4 Cribriform
9163,9175,H1_5,GG4 Cribriform
9290,9248,H1_5,GG4 Cribriform
9163,9321,H1_5,GG4 Cribriform
9290,9393,H1_5,GG4 Cribriform
9426,3800,H1_5,Stroma
9552,3873,H1_5,Stroma
9425,3945,H1_5,GG4 Cribriform
9552,4018,H1_5,Stroma
9551,4163,H1_5,GG4 Cribriform
9425,4236,H1_5,GG4 Cribriform
9425,4381,H1_5,GG4 Cribriform
9551,4454,H1_5,GG4 Cribriform
9424,4526,H1_5,GG4 Cribriform
9551,4599,H1_5,GG4 Cribriform
9424,4672,H1_5,GG4 Cribriform
9550,4745,H1_5,GG4 Cribriform
9424,4817,H1_5,Stroma
9550,4890,H1_5,Stroma
9424,4962,H1_5,Stroma
9550,5035,H1_5,Stroma
9423,5108,H1_5,Stroma
9550,5180,H1_5,Stroma
9423,5253,H1_5,Stroma
9549,5326,H1_5,GG4 Cribriform
9423,5398,H1_5,Stroma
9549,5471,H1_5,GG4 Cribriform
9423,5543,H1_5,Stroma
9549,5616,H1_5,Stroma
9422,5689,H1_5,GG4 Cribriform
9549,5762,H1_5,Stroma
9422,5834,H1_5,Stroma
9548,5907,H1_5,GG4 Cribriform
9422,5979,H1_5,GG4 Cribriform
9548,6052,H1_5,GG4 Cribriform
9422,6125,H1_5,GG4 Cribriform
9548,6197,H1_5,GG4 Cribriform
9421,6270,H1_5,GG4 Cribriform
9548,6343,H1_5,GG4 Cribriform
9421,6415,H1_5,GG4 Cribriform
9547,6488,H1_5,GG4 Cribriform
9421,6560,H1_5,GG4 Cribriform
9547,6633,H1_5,GG4 Cribriform
9421,6706,H1_5,GG4 Cribriform
9547,6779,H1_5,GG4 Cribriform
9420,6851,H1_5,GG4 Cribriform
9547,6924,H1_5,GG4 Cribriform
9420,6996,H1_5,GG4 Cribriform
9546,7069,H1_5,GG4 Cribriform
9420,7142,H1_5,GG4 Cribriform
9546,7214,H1_5,GG4 Cribriform
9420,7287,H1_5,GG4 Cribriform
9546,7360,H1_5,GG4 Cribriform
9419,7432,H1_5,GG4 Cribriform
9546,7505,H1_5,GG4 Cribriform
9419,7577,H1_5,GG4 Cribriform
9545,7650,H1_5,GG4 Cribriform
9419,7723,H1_5,GG4 Cribriform
9545,7796,H1_5,GG4 Cribriform
9419,7868,H1_5,GG4 Cribriform
9545,7941,H1_5,GG4 Cribriform
9418,8013,H1_5,GG4 Cribriform
9545,8086,H1_5,GG4 Cribriform
9418,8159,H1_5,GG4 Cribriform
9544,8232,H1_5,GG4 Cribriform
9544,8377,H1_5,GG4 Cribriform
9418,8449,H1_5,GG4 Cribriform
9544,8522,H1_5,GG4 Cribriform
9417,8595,H1_5,GG4 Cribriform
9544,8667,H1_5,GG4 Cribriform
9417,8740,H1_5,GG4 Cribriform
9543,8813,H1_5,GG4 Cribriform
9417,8885,H1_5,GG4 Cribriform
9543,8958,H1_5,GG4 Cribriform
9417,9030,H1_5,GG4 Cribriform
9543,9103,H1_5,GG4 Cribriform
9416,9176,H1_5,GG4 Cribriform
9416,9321,H1_5,GG4 Cribriform
9542,9394,H1_5,GG4 Cribriform
9805,3873,H1_5,Stroma
9678,3946,H1_5,Stroma
9804,4018,H1_5,Nerve
9678,4091,H1_5,Stroma
9804,4164,H1_5,Stroma
9677,4381,H1_5,GG4 Cribriform
9804,4454,H1_5,GG4 Cribriform
9677,4527,H1_5,GG4 Cribriform
9803,4600,H1_5,GG4 Cribriform
9677,4672,H1_5,GG4 Cribriform
9803,4745,H1_5,GG4 Cribriform
9677,4817,H1_5,GG4 Cribriform
9803,4890,H1_5,Stroma
9676,4963,H1_5,Stroma
9803,5036,H1_5,Stroma
9676,5108,H1_5,Stroma
9802,5181,H1_5,GG4 Cribriform
9676,5253,H1_5,GG4 Cribriform
9802,5326,H1_5,GG4 Cribriform
9676,5399,H1_5,GG4 Cribriform
9802,5471,H1_5,GG4 Cribriform
9675,5544,H1_5,GG4 Cribriform
9802,5617,H1_5,GG4 Cribriform
9675,5689,H1_5,Stroma
9801,5762,H1_5,Stroma
9675,5834,H1_5,GG4 Cribriform
9675,5980,H1_5,GG4 Cribriform
9801,6053,H1_5,GG4 Cribriform
9674,6125,H1_5,GG4 Cribriform
9801,6198,H1_5,GG4 Cribriform
9674,6270,H1_5,GG4 Cribriform
9800,6343,H1_5,GG4 Cribriform
9674,6416,H1_5,GG4 Cribriform
9800,6488,H1_5,GG4 Cribriform
9674,6561,H1_5,GG4 Cribriform
9800,6634,H1_5,GG4 Cribriform
9673,6706,H1_5,GG4 Cribriform
9673,6851,H1_5,GG4 Cribriform
9799,6924,H1_5,GG4 Cribriform
9673,6997,H1_5,GG4 Cribriform
9799,7070,H1_5,GG4 Cribriform
9673,7142,H1_5,GG4 Cribriform
9799,7215,H1_5,GG4 Cribriform
9672,7287,H1_5,GG4 Cribriform
9799,7360,H1_5,GG4 Cribriform
9672,7433,H1_5,GG4 Cribriform
9798,7505,H1_5,GG4 Cribriform
9672,7578,H1_5,GG4 Cribriform
9798,7651,H1_5,GG4 Cribriform
9672,7723,H1_5,GG4 Cribriform
9798,7796,H1_5,GG4 Cribriform
9671,7869,H1_5,GG4 Cribriform
9798,7941,H1_5,GG4 Cribriform
9671,8014,H1_5,GG4 Cribriform
9671,8304,H1_5,GG4 Cribriform
9797,8377,H1_5,GG4 Cribriform
9797,8523,H1_5,GG4 Cribriform
9670,8595,H1_5,GG4 Cribriform
9796,8813,H1_5,GG4 Cribriform
9670,8886,H1_5,GG4 Cribriform
9796,8958,H1_5,GG4 Cribriform
9669,9031,H1_5,GG4 Cribriform
9796,9104,H1_5,GG4 Cribriform
9669,9176,H1_5,GG4 Cribriform
9931,3946,H1_5,Stroma
10057,4019,H1_5,Stroma
9931,4091,H1_5,Stroma
10057,4164,H1_5,GG4 Cribriform
9930,4237,H1_5,GG4 Cribriform
10057,4309,H1_5,GG4 Cribriform
9930,4382,H1_5,GG4 Cribriform
10056,4455,H1_5,Stroma
9930,4527,H1_5,GG4 Cribriform
10056,4600,H1_5,Stroma
9930,4673,H1_5,GG4 Cribriform
10056,4745,H1_5,GG4 Cribriform
9929,4818,H1_5,GG4 Cribriform
10056,4891,H1_5,GG4 Cribriform
9929,4963,H1_5,GG4 Cribriform
9929,5108,H1_5,GG4 Cribriform
10055,5181,H1_5,GG4 Cribriform
9929,5254,H1_5,GG4 Cribriform
10055,5327,H1_5,GG4 Cribriform
9928,5399,H1_5,GG4 Cribriform
10055,5472,H1_5,GG4 Cribriform
9928,5544,H1_5,GG4 Cribriform
10054,5617,H1_5,Stroma
9928,5690,H1_5,Stroma
9928,5835,H1_5,GG4 Cribriform
10054,5908,H1_5,Stroma
9927,5980,H1_5,GG4 Cribriform
10054,6053,H1_5,GG4 Cribriform
9927,6125,H1_5,GG4 Cribriform
10053,6198,H1_5,GG4 Cribriform
9927,6271,H1_5,Exclude
10053,6344,H1_5,Stroma
9927,6416,H1_5,GG4 Cribriform
10053,6489,H1_5,GG4 Cribriform
9926,6561,H1_5,GG4 Cribriform
10053,6634,H1_5,GG4 Cribriform
9926,6707,H1_5,GG4 Cribriform
10052,6779,H1_5,GG4 Cribriform
9926,6852,H1_5,GG4 Cribriform
9926,6997,H1_5,GG4 Cribriform
10052,7070,H1_5,GG4 Cribriform
10052,7215,H1_5,Stroma
9925,7288,H1_5,GG4 Cribriform
10051,7361,H1_5,GG4 Cribriform
9925,7433,H1_5,GG4 Cribriform
10051,7506,H1_5,GG4 Cribriform
9925,7578,H1_5,GG4 Cribriform
10051,7651,H1_5,GG4 Cribriform
9924,7724,H1_5,GG4 Cribriform
9924,7869,H1_5,GG4 Cribriform
10050,7942,H1_5,GG4 Cribriform
10050,8087,H1_5,GG4 Cribriform
10050,8232,H1_5,GG4 Cribriform
9923,8305,H1_5,GG4 Cribriform
10050,8378,H1_5,GG4 Cribriform
10049,8523,H1_5,GG4 Cribriform
10049,8668,H1_5,GG4 Cribriform
9923,8741,H1_5,GG4 Cribriform
10049,8814,H1_5,GG4 Cribriform
9922,8886,H1_5,GG4 Cribriform
10049,8959,H1_5,GG4 Cribriform
9922,9031,H1_5,GG4 Cribriform
10048,9104,H1_5,GG4 Cribriform
9922,9177,H1_5,GG4 Cribriform
10048,9249,H1_5,GG4 Cribriform
10183,4092,H1_5,Stroma
10183,4528,H1_5,GG4 Cribriform
10182,4673,H1_5,GG4 Cribriform
10308,4891,H1_5,GG4 Cribriform
10182,4964,H1_5,GG4 Cribriform
10308,5036,H1_5,GG4 Cribriform
10181,5254,H1_5,GG4 Cribriform
10308,5327,H1_5,Stroma
10181,5399,H1_5,Exclude
10307,5472,H1_5,GG4 Cribriform
10181,5545,H1_5,Stroma
10307,5618,H1_5,GG4 Cribriform
10181,5690,H1_5,Stroma
10180,5835,H1_5,GG4 Cribriform
10307,5908,H1_5,GG4 Cribriform
10180,5981,H1_5,GG4 Cribriform
10180,6126,H1_5,GG4 Cribriform
10180,6271,H1_5,Stroma
10306,6344,H1_5,GG4 Cribriform
10179,6416,H1_5,Stroma
10306,6489,H1_5,Stroma
10179,6562,H1_5,GG4 Cribriform
10305,6635,H1_5,GG4 Cribriform
10179,6707,H1_5,GG4 Cribriform
10305,6780,H1_5,GG4 Cribriform
10179,6852,H1_5,GG4 Cribriform
10305,6925,H1_5,GG4 Cribriform
10178,6998,H1_5,GG4 Cribriform
10305,7070,H1_5,GG4 Cribriform
10178,7143,H1_5,GG4 Cribriform
10304,7216,H1_5,GG4 Cribriform
10178,7288,H1_5,GG4 Cribriform
10178,7433,H1_5,Stroma
10304,7506,H1_5,GG4 Cribriform
10304,7652,H1_5,GG4 Cribriform
10303,7942,H1_5,GG4 Cribriform
10177,8015,H1_5,GG4 Cribriform
10176,8160,H1_5,GG4 Cribriform
10176,8305,H1_5,GG4 Cribriform
10302,8378,H1_5,GG4 Cribriform
10176,8451,H1_5,GG4 Cribriform
10302,8523,H1_5,GG4 Cribriform
10176,8596,H1_5,GG4 Cribriform
10175,8741,H1_5,GG4 Cribriform
10175,9032,H1_5,GG4 Cribriform
10429,8451,H1_5,GG4 Cribriform
3500,3701,H2_1,Stroma
3501,5445,H2_1,Stroma
3652,3614,H2_1,Stroma
3652,3788,H2_1,Stroma
3804,3875,H2_1,Stroma
3804,4573,H2_1,Fat
3653,5183,H2_1,Stroma
3804,5270,H2_1,Fat
3653,5357,H2_1,Stroma
3653,5532,H2_1,Stroma
3804,5619,H2_1,Fat
3653,5706,H2_1,Stroma
3805,5793,H2_1,Fat
3805,5968,H2_1,Stroma
4106,2480,H2_1,Stroma
4106,2654,H2_1,Stroma
4106,2829,H2_1,Stroma
4106,3003,H2_1,Stroma
3955,3613,H2_1,Stroma
4107,3701,H2_1,Stroma
4107,4398,H2_1,Fat
3956,5532,H2_1,Fat
4108,5619,H2_1,Stroma
3956,5706,H2_1,Fat
4108,5793,H2_1,Stroma
4108,5967,H2_1,Stroma
4108,6142,H2_1,Fat
4108,6316,H2_1,Fat
4409,1782,H2_1,Stroma
4409,1957,H2_1,Exclude
4409,2131,H2_1,Stroma
4258,2218,H2_1,Exclude
4410,2305,H2_1,Stroma
4410,2480,H2_1,Stroma
4258,2567,H2_1,Stroma
4410,2654,H2_1,Stroma
4258,2741,H2_1,Stroma
4259,3788,H2_1,Fat
4411,4224,H2_1,Fat
4411,5270,H2_1,Stroma
4259,5357,H2_1,Stroma
4411,5444,H2_1,Stroma
4260,5531,H2_1,Stroma
4411,5618,H2_1,Stroma
4260,5706,H2_1,Stroma
4411,5793,H2_1,Stroma
4260,5880,H2_1,Stroma
4411,5967,H2_1,Stroma
4260,6054,H2_1,Stroma
4412,6142,H2_1,Stroma
4412,6316,H2_1,Fat
4412,6490,H2_1,Fat
4713,1608,H2_1,Stroma
4561,1695,H2_1,Stroma
4713,1782,H2_1,Stroma
4561,1869,H2_1,Stroma
4713,1957,H2_1,Stroma
4561,2044,H2_1,Stroma
4713,2131,H2_1,Stroma
4561,2218,H2_1,Stroma
4713,2305,H2_1,Stroma
4561,2393,H2_1,Stroma
4713,2480,H2_1,Stroma
4561,2567,H2_1,Stroma
4713,2654,H2_1,Stroma
4561,2741,H2_1,Stroma
4562,3264,H2_1,Stroma
4713,3351,H2_1,Stroma
4714,3875,H2_1,Fat
4714,4049,H2_1,Fat
4562,4136,H2_1,Fat
4714,5095,H2_1,Stroma
4563,5182,H2_1,Stroma
4715,5444,H2_1,Stroma
4563,5531,H2_1,Stroma
4715,5618,H2_1,Stroma
4563,5706,H2_1,Stroma
4715,5793,H2_1,Stroma
4563,5880,H2_1,Stroma
4715,5967,H2_1,Stroma
4563,6054,H2_1,Stroma
4716,7711,H2_1,Stroma
4716,7885,H2_1,Stroma
4716,8060,H2_1,Stroma
4864,1521,H2_1,Stroma
5016,1608,H2_1,Stroma
4864,1695,H2_1,Stroma
5016,1782,H2_1,Stroma
4864,1869,H2_1,Stroma
5016,1956,H2_1,Stroma
4864,2044,H2_1,Stroma
5016,2131,H2_1,Stroma
4865,2218,H2_1,Stroma
5016,2305,H2_1,Stroma
4865,2567,H2_1,Stroma
5016,2654,H2_1,Stroma
4865,2741,H2_1,Stroma
5017,2828,H2_1,Stroma
5017,3351,H2_1,Stroma
5017,3700,H2_1,Stroma
4865,3787,H2_1,Stroma
5017,3874,H2_1,Stroma
4865,3962,H2_1,Fat
5017,4049,H2_1,Fat
5017,4223,H2_1,Exclude
4866,4310,H2_1,Fat
5018,4921,H2_1,Fat
4866,5008,H2_1,Stroma
5018,5095,H2_1,Stroma
4866,5182,H2_1,Stroma
5018,5269,H2_1,Stroma
4866,5357,H2_1,Stroma
5018,5444,H2_1,Stroma
4866,5531,H2_1,Stroma
5018,5618,H2_1,Stroma
4866,5705,H2_1,Stroma
5018,5793,H2_1,Stroma
4866,5880,H2_1,Stroma
5019,7187,H2_1,Stroma
5019,7362,H2_1,Stroma
4867,7449,H2_1,Stroma
5019,7536,H2_1,Stroma
4867,7623,H2_1,Stroma
5019,7711,H2_1,Stroma
